publisher,event_label,is_control,topic_label,n_articles,total_articles,topic_share_pct
Spiegel Online,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",2,50,4.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",29,50,58.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",1,50,2.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Nato, Putin, Russians",1,50,2.0
Spiegel Online,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",20,50,40.0
Spiegel Online,Sarah_Everard_Vigils_2021,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
Spiegel Online,Sarah_Everard_Vigils_2021,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Spiegel Online,Sarah_Everard_Vigils_2021,False,"Guerre, Krieg, Ukraine",27,50,54.0
Spiegel Online,Sarah_Everard_Vigils_2021,False,"Missile, North korea, Taiwan",1,50,2.0
Spiegel Online,Women_Life_Freedom_2022,False,"Biden, Death, France",16,50,32.0
Spiegel Online,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",33,50,66.0
Spiegel Online,Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,50,2.0
Tagesschau,Israeli_Womens_Protests_2023,False,"Biden, Death, France",17,50,34.0
Tagesschau,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Tagesschau,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",31,50,62.0
Tagesschau,Israeli_Womens_Protests_2023,False,"Nato, Putin, Russians",1,50,2.0
Tagesschau,Roe_Leak_Protests_2022,False,"Biden, Death, France",12,50,24.0
Tagesschau,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",37,50,74.0
Tagesschau,Roe_Leak_Protests_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Tagesschau,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",24,50,48.0
Tagesschau,Sarah_Everard_Vigils_2021,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
Tagesschau,Sarah_Everard_Vigils_2021,False,"Guerre, Krieg, Ukraine",23,50,46.0
Tagesschau,Sarah_Everard_Vigils_2021,False,"Missile, North korea, Taiwan",2,50,4.0
Tagesschau,Women_Life_Freedom_2022,False,"Biden, Death, France",10,50,20.0
Tagesschau,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",36,50,72.0
Tagesschau,Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,50,2.0
Tagesschau,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",1,50,2.0
Tagesschau,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Tagesschau,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",1,50,2.0
The BBC,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",3,50,6.0
The BBC,Israeli_Womens_Protests_2023,False,"Biden, Death, France",20,50,40.0
The BBC,Israeli_Womens_Protests_2023,False,"Boat, Border, Migrants",2,50,4.0
The BBC,Israeli_Womens_Protests_2023,False,"Cancer, Fire, Nhs",2,50,4.0
The BBC,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",1,50,2.0
The BBC,Israeli_Womens_Protests_2023,False,"Cia, Jet, Spy",1,50,2.0
The BBC,Israeli_Womens_Protests_2023,False,"Climate change, Fiona, Hurricane",1,50,2.0
The BBC,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",4,50,8.0
The BBC,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",2,50,4.0
The BBC,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",2,50,4.0
The BBC,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",1,50,2.0
The BBC,Israeli_Womens_Protests_2023,False,"Launch, Nasa, Rocket",1,50,2.0
The BBC,Israeli_Womens_Protests_2023,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
The BBC,Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",5,50,10.0
The BBC,Israeli_Womens_Protests_2023,False,"Meloni, Nigeria, Philippines",2,50,4.0
The BBC,Israeli_Womens_Protests_2023,False,"Nato, Putin, Russians",2,50,4.0
The BBC,Polish_Womens_Strike_2020,False,"Abortion, Election, Labour",6,50,12.0
The BBC,Polish_Womens_Strike_2020,False,"Asian, Schools, Students",1,50,2.0
The BBC,Polish_Womens_Strike_2020,False,"Biden, Death, France",12,50,24.0
The BBC,Polish_Womens_Strike_2020,False,"Bill gates, Coronavirus, Vaccine",7,50,14.0
The BBC,Polish_Womens_Strike_2020,False,"Boat, Border, Migrants",1,50,2.0
The BBC,Polish_Womens_Strike_2020,False,"Carl, Comic relief, Katie",2,50,4.0
The BBC,Polish_Womens_Strike_2020,False,"Climate change, Fiona, Hurricane",1,50,2.0
The BBC,Polish_Womens_Strike_2020,False,"Collision, Driver, Truck",3,50,6.0
The BBC,Polish_Womens_Strike_2020,False,"Earnings, Earnings snapshot, Stocks",2,50,4.0
The BBC,Polish_Womens_Strike_2020,False,"Guerre, Krieg, Ukraine",5,50,10.0
The BBC,Polish_Womens_Strike_2020,False,"Harvey, Sentenced, Teen",8,50,16.0
The BBC,Polish_Womens_Strike_2020,False,"Liverpool, Transfer, Utd",1,50,2.0
The BBC,Polish_Womens_Strike_2020,False,"Meloni, Nigeria, Philippines",1,50,2.0
The BBC,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",4,49,8.16
The BBC,Roe_Leak_Protests_2022,False,"Biden, Death, France",15,49,30.61
The BBC,Roe_Leak_Protests_2022,False,"Bill gates, Coronavirus, Vaccine",1,49,2.04
The BBC,Roe_Leak_Protests_2022,False,"Boat, Border, Migrants",1,49,2.04
The BBC,Roe_Leak_Protests_2022,False,"Cancer, Fire, Nhs",1,49,2.04
The BBC,Roe_Leak_Protests_2022,False,"Carl, Comic relief, Katie",4,49,8.16
The BBC,Roe_Leak_Protests_2022,False,"Climate change, Fiona, Hurricane",1,49,2.04
The BBC,Roe_Leak_Protests_2022,False,"Collision, Driver, Truck",2,49,4.08
The BBC,Roe_Leak_Protests_2022,False,"Earnings, Earnings snapshot, Stocks",5,49,10.2
The BBC,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",2,49,4.08
The BBC,Roe_Leak_Protests_2022,False,"Harvey, Sentenced, Teen",1,49,2.04
The BBC,Roe_Leak_Protests_2022,False,"Launch, Nasa, Rocket",1,49,2.04
The BBC,Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",5,49,10.2
The BBC,Roe_Leak_Protests_2022,False,"Nato, Putin, Russians",5,49,10.2
The BBC,Roe_Leak_Protests_2022,False,"Plague, Pollen, Spring",1,49,2.04
The BBC,Sarah_Everard_Vigils_2021,False,"Abortion, Election, Labour",1,50,2.0
The BBC,Sarah_Everard_Vigils_2021,False,"Asian, Schools, Students",2,50,4.0
The BBC,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",20,50,40.0
The BBC,Sarah_Everard_Vigils_2021,False,"Bill gates, Coronavirus, Vaccine",8,50,16.0
The BBC,Sarah_Everard_Vigils_2021,False,"Boat, Border, Migrants",1,50,2.0
The BBC,Sarah_Everard_Vigils_2021,False,"Cancer, Fire, Nhs",1,50,2.0
The BBC,Sarah_Everard_Vigils_2021,False,"Carl, Comic relief, Katie",2,50,4.0
The BBC,Sarah_Everard_Vigils_2021,False,"Collision, Driver, Truck",2,50,4.0
The BBC,Sarah_Everard_Vigils_2021,False,"Draft, Nba, Rangers",1,50,2.0
The BBC,Sarah_Everard_Vigils_2021,False,"Earnings, Earnings snapshot, Stocks",4,50,8.0
The BBC,Sarah_Everard_Vigils_2021,False,"Guerre, Krieg, Ukraine",1,50,2.0
The BBC,Sarah_Everard_Vigils_2021,False,"Harvey, Sentenced, Teen",5,50,10.0
The BBC,Sarah_Everard_Vigils_2021,False,"Missile, North korea, Taiwan",1,50,2.0
The BBC,Sarah_Everard_Vigils_2021,False,"Plague, Pollen, Spring",1,50,2.0
The BBC,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",4,49,8.16
The BBC,Women_Life_Freedom_2022,False,"Biden, Death, France",16,49,32.65
The BBC,Women_Life_Freedom_2022,False,"Cancer, Fire, Nhs",1,49,2.04
The BBC,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",4,49,8.16
The BBC,Women_Life_Freedom_2022,False,"Cia, Jet, Spy",2,49,4.08
The BBC,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",2,49,4.08
The BBC,Women_Life_Freedom_2022,False,"Collision, Driver, Truck",2,49,4.08
The BBC,Women_Life_Freedom_2022,False,"Draft, Nba, Rangers",1,49,2.04
The BBC,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",1,49,2.04
The BBC,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",3,49,6.12
The BBC,Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,49,2.04
The BBC,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",5,49,10.2
The BBC,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",2,49,4.08
The BBC,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",2,49,4.08
The BBC,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",3,49,6.12
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",18,50,36.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Appeals, Church england, Planet",1,50,2.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Biden, Death, France",16,50,32.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",1,50,2.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Cia, Jet, Spy",2,50,4.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Climate change, Fiona, Hurricane",2,50,4.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Draft, Nba, Rangers",1,50,2.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",5,50,10.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",1,50,2.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Missile, North korea, Taiwan",1,50,2.0
The Gateway Pundit,Israeli_Womens_Protests_2023,False,"Nato, Putin, Russians",1,50,2.0
The Gateway Pundit,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",1,2,50.0
The Gateway Pundit,Sarah_Everard_Vigils_2021,False,"Bill gates, Coronavirus, Vaccine",1,2,50.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",5,50,10.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Biden, Death, France",13,50,26.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Cancer, Fire, Nhs",1,50,2.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",7,50,14.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Climate change, Fiona, Hurricane",6,50,12.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Draft, Nba, Rangers",3,50,6.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",6,50,12.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",2,50,4.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Gift, Halloween, Star sign",1,50,2.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",1,50,2.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",1,50,2.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",1,50,2.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Missile, North korea, Taiwan",2,50,4.0
The Globe and Mail,Israeli_Womens_Protests_2023,False,"Nato, Putin, Russians",1,50,2.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",11,50,22.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Biden, Death, France",15,50,30.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Bill gates, Coronavirus, Vaccine",5,50,10.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Carl, Comic relief, Katie",1,50,2.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Cia, Jet, Spy",1,50,2.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Climate change, Fiona, Hurricane",1,50,2.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Draft, Nba, Rangers",3,50,6.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Earnings, Earnings snapshot, Stocks",4,50,8.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",2,50,4.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",2,50,4.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Harvey, Sentenced, Teen",2,50,4.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
The Globe and Mail,Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",2,50,4.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",2,50,4.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Appeals, Church england, Planet",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Asian, Schools, Students",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Biden, Death, France",14,50,28.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Boat, Border, Migrants",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Cancels, Floyd, John",2,50,4.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Cancer, Fire, Nhs",2,50,4.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",6,50,12.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Draft, Nba, Rangers",4,50,8.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",5,50,10.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Elon musk, Tiktok, Twitter",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Gift, Halloween, Star sign",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Harvey, Sentenced, Teen",2,50,4.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,50,2.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",3,50,6.0
The Globe and Mail,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",2,50,4.0
The Guardian,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",5,50,10.0
The Guardian,Israeli_Womens_Protests_2023,False,"Biden, Death, France",16,50,32.0
The Guardian,Israeli_Womens_Protests_2023,False,"Cancer, Fire, Nhs",3,50,6.0
The Guardian,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",2,50,4.0
The Guardian,Israeli_Womens_Protests_2023,False,"Climate change, Fiona, Hurricane",2,50,4.0
The Guardian,Israeli_Womens_Protests_2023,False,"Coffee, Daily, Walk",1,50,2.0
The Guardian,Israeli_Womens_Protests_2023,False,"Draft, Nba, Rangers",1,50,2.0
The Guardian,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",4,50,8.0
The Guardian,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",1,50,2.0
The Guardian,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",3,50,6.0
The Guardian,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",1,50,2.0
The Guardian,Israeli_Womens_Protests_2023,False,"Lifts sail, Ships, Warming",1,50,2.0
The Guardian,Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",9,50,18.0
The Guardian,Israeli_Womens_Protests_2023,False,"Nato, Putin, Russians",1,50,2.0
The Guardian,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",3,50,6.0
The Guardian,Roe_Leak_Protests_2022,False,"Appeals, Church england, Planet",1,50,2.0
The Guardian,Roe_Leak_Protests_2022,False,"Biden, Death, France",14,50,28.0
The Guardian,Roe_Leak_Protests_2022,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
The Guardian,Roe_Leak_Protests_2022,False,"Boat, Border, Migrants",2,50,4.0
The Guardian,Roe_Leak_Protests_2022,False,"Cancer, Fire, Nhs",1,50,2.0
The Guardian,Roe_Leak_Protests_2022,False,"Carl, Comic relief, Katie",5,50,10.0
The Guardian,Roe_Leak_Protests_2022,False,"Climate change, Fiona, Hurricane",3,50,6.0
The Guardian,Roe_Leak_Protests_2022,False,"Earnings, Earnings snapshot, Stocks",1,50,2.0
The Guardian,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",2,50,4.0
The Guardian,Roe_Leak_Protests_2022,False,"Expert, Killer, Medium",1,50,2.0
The Guardian,Roe_Leak_Protests_2022,False,"Harvey, Sentenced, Teen",2,50,4.0
The Guardian,Roe_Leak_Protests_2022,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
The Guardian,Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",9,50,18.0
The Guardian,Roe_Leak_Protests_2022,False,"Meloni, Nigeria, Philippines",2,50,4.0
The Guardian,Roe_Leak_Protests_2022,False,"Nato, Putin, Russians",2,50,4.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Abortion, Election, Labour",6,50,12.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Asian, Schools, Students",1,50,2.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",15,50,30.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Bill gates, Coronavirus, Vaccine",2,50,4.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Carl, Comic relief, Katie",3,50,6.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Cia, Jet, Spy",1,50,2.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Climate change, Fiona, Hurricane",3,50,6.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Draft, Nba, Rangers",1,50,2.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Expert, Killer, Medium",2,50,4.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Gift, Halloween, Star sign",1,50,2.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Harvey, Sentenced, Teen",2,50,4.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Liverpool, Transfer, Utd",10,50,20.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Missile, North korea, Taiwan",2,50,4.0
The Guardian,Sarah_Everard_Vigils_2021,False,"Plague, Pollen, Spring",1,50,2.0
The Guardian,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",6,49,12.24
The Guardian,Women_Life_Freedom_2022,False,"Biden, Death, France",10,49,20.41
The Guardian,Women_Life_Freedom_2022,False,"Bill gates, Coronavirus, Vaccine",1,49,2.04
The Guardian,Women_Life_Freedom_2022,False,"Boat, Border, Migrants",2,49,4.08
The Guardian,Women_Life_Freedom_2022,False,"Cancels, Floyd, John",1,49,2.04
The Guardian,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",2,49,4.08
The Guardian,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",4,49,8.16
The Guardian,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",5,49,10.2
The Guardian,Women_Life_Freedom_2022,False,"Elon musk, Tiktok, Twitter",1,49,2.04
The Guardian,Women_Life_Freedom_2022,False,"Expert, Killer, Medium",2,49,4.08
The Guardian,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",9,49,18.37
The Guardian,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",1,49,2.04
The Guardian,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",2,49,4.08
The Guardian,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",1,49,2.04
The Guardian,Women_Life_Freedom_2022,False,"Plague, Pollen, Spring",2,49,4.08
The Independent,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",6,50,12.0
The Independent,Israeli_Womens_Protests_2023,False,"Asian, Schools, Students",1,50,2.0
The Independent,Israeli_Womens_Protests_2023,False,"Biden, Death, France",11,50,22.0
The Independent,Israeli_Womens_Protests_2023,False,"Cancels, Floyd, John",1,50,2.0
The Independent,Israeli_Womens_Protests_2023,False,"Cancer, Fire, Nhs",3,50,6.0
The Independent,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",7,50,14.0
The Independent,Israeli_Womens_Protests_2023,False,"Cia, Jet, Spy",1,50,2.0
The Independent,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",5,50,10.0
The Independent,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",2,50,4.0
The Independent,Israeli_Womens_Protests_2023,False,"Gift, Halloween, Star sign",1,50,2.0
The Independent,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",3,50,6.0
The Independent,Israeli_Womens_Protests_2023,False,"Lifts sail, Ships, Warming",1,50,2.0
The Independent,Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",7,50,14.0
The Independent,Israeli_Womens_Protests_2023,False,"Plague, Pollen, Spring",1,50,2.0
The Independent,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",8,50,16.0
The Independent,Roe_Leak_Protests_2022,False,"Asian, Schools, Students",2,50,4.0
The Independent,Roe_Leak_Protests_2022,False,"Biden, Death, France",6,50,12.0
The Independent,Roe_Leak_Protests_2022,False,"Bill gates, Coronavirus, Vaccine",3,50,6.0
The Independent,Roe_Leak_Protests_2022,False,"Boat, Border, Migrants",1,50,2.0
The Independent,Roe_Leak_Protests_2022,False,"Cancer, Fire, Nhs",1,50,2.0
The Independent,Roe_Leak_Protests_2022,False,"Carl, Comic relief, Katie",3,50,6.0
The Independent,Roe_Leak_Protests_2022,False,"Climate change, Fiona, Hurricane",3,50,6.0
The Independent,Roe_Leak_Protests_2022,False,"Coffee, Daily, Walk",1,50,2.0
The Independent,Roe_Leak_Protests_2022,False,"Earnings, Earnings snapshot, Stocks",5,50,10.0
The Independent,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",2,50,4.0
The Independent,Roe_Leak_Protests_2022,False,"Harvey, Sentenced, Teen",4,50,8.0
The Independent,Roe_Leak_Protests_2022,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
The Independent,Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",6,50,12.0
The Independent,Roe_Leak_Protests_2022,False,"Missile, North korea, Taiwan",1,50,2.0
The Independent,Roe_Leak_Protests_2022,False,"Nato, Putin, Russians",1,50,2.0
The Independent,Roe_Leak_Protests_2022,False,"Plague, Pollen, Spring",2,50,4.0
The Independent,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",8,50,16.0
The Independent,Women_Life_Freedom_2022,False,"Biden, Death, France",12,50,24.0
The Independent,Women_Life_Freedom_2022,False,"Boat, Border, Migrants",1,50,2.0
The Independent,Women_Life_Freedom_2022,False,"Cancer, Fire, Nhs",1,50,2.0
The Independent,Women_Life_Freedom_2022,False,"Cia, Jet, Spy",1,50,2.0
The Independent,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",2,50,4.0
The Independent,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",4,50,8.0
The Independent,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",2,50,4.0
The Independent,Women_Life_Freedom_2022,False,"Harvey, Sentenced, Teen",1,50,2.0
The Independent,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",14,50,28.0
The Independent,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",1,50,2.0
The Independent,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",2,50,4.0
The Independent,Women_Life_Freedom_2022,False,"Plague, Pollen, Spring",1,50,2.0
The Intercept,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",2,7,28.57
The Intercept,Israeli_Womens_Protests_2023,False,"Biden, Death, France",2,7,28.57
The Intercept,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",1,7,14.29
The Intercept,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",2,7,28.57
The Intercept,Roe_Leak_Protests_2022,False,"Biden, Death, France",2,14,14.29
The Intercept,Roe_Leak_Protests_2022,False,"Cia, Jet, Spy",1,14,7.14
The Intercept,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",11,14,78.57
The Intercept,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",7,50,14.0
The Intercept,Women_Life_Freedom_2022,False,"Biden, Death, France",16,50,32.0
The Intercept,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",1,50,2.0
The Intercept,Women_Life_Freedom_2022,False,"Cia, Jet, Spy",3,50,6.0
The Intercept,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",1,50,2.0
The Intercept,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",3,50,6.0
The Intercept,Women_Life_Freedom_2022,False,"Elon musk, Tiktok, Twitter",1,50,2.0
The Intercept,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",13,50,26.0
The Intercept,Women_Life_Freedom_2022,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
The Intercept,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",1,50,2.0
The Intercept,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",3,50,6.0
The Nation,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",4,13,30.77
The Nation,Israeli_Womens_Protests_2023,False,"Asian, Schools, Students",2,13,15.38
The Nation,Israeli_Womens_Protests_2023,False,"Biden, Death, France",3,13,23.08
The Nation,Israeli_Womens_Protests_2023,False,"Climate change, Fiona, Hurricane",1,13,7.69
The Nation,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",1,13,7.69
The Nation,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",1,13,7.69
The Nation,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",1,13,7.69
The Nation,Polish_Womens_Strike_2020,False,"Abortion, Election, Labour",12,46,26.09
The Nation,Polish_Womens_Strike_2020,False,"Biden, Death, France",22,46,47.83
The Nation,Polish_Womens_Strike_2020,False,"Bill gates, Coronavirus, Vaccine",1,46,2.17
The Nation,Polish_Womens_Strike_2020,False,"Boat, Border, Migrants",2,46,4.35
The Nation,Polish_Womens_Strike_2020,False,"Cancer, Fire, Nhs",1,46,2.17
The Nation,Polish_Womens_Strike_2020,False,"Carl, Comic relief, Katie",2,46,4.35
The Nation,Polish_Womens_Strike_2020,False,"Elon musk, Tiktok, Twitter",1,46,2.17
The Nation,Polish_Womens_Strike_2020,False,"Gift, Halloween, Star sign",1,46,2.17
